ESTATECODE,SELLINGMARK,WAREHOUSENAME,GRADE,CHEST,NET WT.,INV #,LOT #,M / S,BUY/C,BUYER,,Valuation,UpperValuation,LEAFStandard,INFUSEDRemarks,LiquorRemark,LimitPrice,MinPrice,AskingPrice,PRICE
MF0034,STRATHSPEY,,BOPF,20,1160,0441R,7,M,H65,HERITAGE TEAS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1400
MF0034,STRATHSPEY,,BOPF,20,1120,0442R,8,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1400
MF0034,STRATHSPEY,,BOPF,20,1120,0443R,9,M,A8,AKBAR BROTHERS (PVT) LTD,,1200,1220,Clean,Aroma,Quality,0,500,1250,1400
MF0374,BRUNSWICK,,BOP,20,1000,0435R,10,M,H65,HERITAGE TEAS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1300
MF0374,BRUNSWICK,,BOPF,20,1160,0430R,11,M,MP1,MALTRAS INTERNATIONAL(PVT)LTD.,,1250,1270,Clean,Aroma,Quality,0,500,1300,1420
MF0374,BRUNSWICK,,BOPF,20,1160,0431R,12,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1400
MF0374,BRUNSWICK,,BOPF,20,1160,0432R,13,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1420
MF0374,BRUNSWICK,,BOPF,20,1160,0436R,14,M,F69,FINLAYS COLOMBO LIMITED,,1250,1270,Clean,Aroma,Quality,0,500,1300,1420
MF0374,BRUNSWICK,,BOPF,20,1160,0437R,15,M,E41,EMPIRE TEAS (PVT) LTD,,1200,1220,Clean,Aroma,Quality,0,500,1250,1420
MF0505,GLENUGIE,,BOP,20,1000,0122R,16,M,H65,HERITAGE TEAS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1300
MF0505,GLENUGIE,,BOPF,20,1160,0126R,17,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1350,1370,Clean,Aroma,Quality,0,500,1400,1440
MF0399,MORAY,,BOP,10,500,0295R,18,M,J7,A.F.JONES EXP. (CEY) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1380
MF0399,MORAY,,BOP,10,500,0302R,19,M,H65,HERITAGE TEAS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1360
MF0399,MORAY,,BOPF,10,580,0297R,20,M,F69,FINLAYS COLOMBO LIMITED,,1300,1320,Clean,Aroma,Quality,0,500,1350,1460
MF0399,MORAY,,BOPF,20,1160,0300R,21,M,F69,FINLAYS COLOMBO LIMITED,,1300,1320,Clean,Aroma,Quality,0,500,1350,1460
MF0399,MORAY,,BOPF,20,1160,0301R,22,M,R64,RANFER TEAS(PVT)LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1460
MF0399,MORAY,,PEK,10,480,0296R,23,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1350,1370,Clean,Aroma,Quality,0,500,1400,1400
MF0689,LAXAPANA,,BOP,10,500,0494R,24,M,,,,1300,1320,Clean,Aroma,Quality,0,500,1350,0
MF0689,LAXAPANA,,BOP,20,1000,0525R,25,M,,,,1300,1320,Clean,Aroma,Quality,0,500,1350,0
MF0689,LAXAPANA,,BOPF,10,580,0496R,26,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1300,1320,Clean,Aroma,Quality,0,500,1350,1440
MF0689,LAXAPANA,,BOPF,20,1160,0510R,27,M,CF9,CEYLON FRESH TEAS (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1460
MF0689,LAXAPANA,,BOPF,20,1160,0514R,28,M,S33,STASSEN EXPORTS LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1480
MF0689,LAXAPANA,,BOPF,20,1160,0515R,29,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1480
MF0689,LAXAPANA,,BOPF,20,1160,0518R,30,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1250,1270,Clean,Aroma,Quality,0,500,1300,1460
MF0502,GLENTILT,,BOP,20,1000,0434R,31,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1350,1370,Clean,Aroma,Quality,0,500,1400,1400
MF0502,GLENTILT,,BOP,20,960,0436R,32,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1350,1370,Clean,Aroma,Quality,0,500,1400,1380
MF0502,GLENTILT,,BOPSp,20,960,0426R,33,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1350,1370,Clean,Aroma,Quality,0,500,1400,1380
MF0502,GLENTILT,,BOPF,20,1160,0427R,34,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1300,1320,Clean,Aroma,Quality,0,500,1350,1500
MF0502,GLENTILT,,BOPF,10,580,0428R,35,M,UTG,UDAWATTA TEA GROUP OF COMPANIES (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1500
MF0502,GLENTILT,,BOPF,20,1160,0432R,36,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1550
MF0502,GLENTILT,,BOPF,20,1160,0433R,37,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1250,1270,Clean,Aroma,Quality,0,500,1300,1440
MF0502,GLENTILT,,BOPF,20,1160,0437R,38,M,A8,AKBAR BROTHERS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1420
MF0502,GLENTILT,,BOPF,20,1160,0439R,39,M,R64,RANFER TEAS(PVT)LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1400
MF0221,TALAWAKELLE,,BOP,20,1000,0624R,40,M,F69,FINLAYS COLOMBO LIMITED,,1350,1370,Clean,Aroma,Quality,0,500,1400,1360
MF0221,TALAWAKELLE,,BOP,20,1000,0625R,41,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1350,1370,Clean,Aroma,Quality,0,500,1400,1400
MF0221,TALAWAKELLE,,BOP,20,1000,0626R,42,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1350,1370,Clean,Aroma,Quality,0,500,1400,1350
MF0221,TALAWAKELLE,,BOP,20,1000,0641R,43,M,T53,"THE TEA & HERB CO., [PVT] LTD",,1350,1370,Clean,Aroma,Quality,0,500,1400,1400
MF0221,TALAWAKELLE,,BOPSp,20,960,0627R,44,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1350,1370,Clean,Aroma,Quality,0,500,1400,1340
MF0221,TALAWAKELLE,,BOPF,20,1160,0628R,45,M,MO9,MASKELIYA TEA GARDEN CEYLON LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1460
MF0221,TALAWAKELLE,,BOPF,20,1160,0629R,46,M,J2,JAFFERJEE BROS,,1350,1370,Clean,Aroma,Quality,0,500,1400,1460
MF0221,TALAWAKELLE,,BOPF,20,1160,0630R,47,M,U69,UNI WORLD TEAS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,500,1400,1480
MF0221,TALAWAKELLE,,BOPF,20,1120,0632R,48,M,U69,UNI WORLD TEAS (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1350,1420
MF0221,TALAWAKELLE,,BOPF,20,1120,0633R,49,M,F69,FINLAYS COLOMBO LIMITED,,1300,1320,Clean,Aroma,Quality,0,500,1350,1460
MF0221,TALAWAKELLE,,BOPF,20,1160,0634R,50,M,U69,UNI WORLD TEAS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1420
MF0221,TALAWAKELLE,,BOPF,40,2320,0635R,51,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1250,1270,Clean,Aroma,Quality,0,500,1300,1420
MF0043,ST. CLAIR,,BOPF,10,580,0246R,52,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1250,1270,Clean,Aroma,Quality,0,500,1300,1420
MF0043,ST. CLAIR,,BOPF,10,580,0248R,53,M,H65,HERITAGE TEAS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1420
MF0043,ST. CLAIR,,BOPF,10,560,0251R,54,M,A8,AKBAR BROTHERS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1380
MF0043,ST. CLAIR,,BOPF,20,1160,0254R,55,M,H65,HERITAGE TEAS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1380
MF0043,ST. CLAIR,,BOPF,20,1160,0255R,56,M,F69,FINLAYS COLOMBO LIMITED,,1250,1270,Clean,Aroma,Quality,0,500,1300,1400
MF0043,ST. CLAIR,,BOPF,20,1160,0256R,57,M,R64,RANFER TEAS(PVT)LTD,,1200,1220,Clean,Aroma,Quality,0,500,1250,1380
MF1273,NORTON,,BOPF,10,580,45,58,M,R64,RANFER TEAS(PVT)LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1300
MF1293,LUCKYLAND,,BOP,20,1000,322,59,M,S33,STASSEN EXPORTS LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1400
MF1293,LUCKYLAND,,BOPSp,10,480,0321R,60,M,H65,HERITAGE TEAS (PVT) LTD,,1250,1270,Bold,Mixed,Plain,0,500,1300,1250
MF1293,LUCKYLAND,,BOPF,10,580,323,61,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1250,1270,Clean,Aroma,Quality,0,500,1300,1340
MF1293,LUCKYLAND,,BOPF,20,1160,0324R,62,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1250,1270,Clean,Aroma,Quality,0,500,1300,1360
MF0739,KIRKLEES,,BOP,10,480,320,63,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1300,1320,Clean,Aroma,Quality,0,500,1350,1280
MF0739,KIRKLEES,,BOPF,10,560,0321R,64,M,H65,HERITAGE TEAS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1260
MF0739,KIRKLEES,,BOPF,10,560,323,65,M,H65,HERITAGE TEAS (PVT) LTD,,1220,1240,Clean,Aroma,Quality,0,500,1270,1260
MF0739,KIRKLEES,,BOPF,10,560,325,66,M,H65,HERITAGE TEAS (PVT) LTD,,1250,1270,Clean,Aroma,Quality,0,500,1300,1260
MF0105,CANNAVARELLA,,BOP,20,1000,0300R,67,M,H65,HERITAGE TEAS (PVT) LTD,,1200,1220,Clean,Aroma,Quality,0,500,1250,1160
MF0105,CANNAVARELLA,,BOPSp,20,960,0299R,68,M,WBB,WALTERS BAY TEAS (PRIVATE) LIMITED,,1200,1220,Bold,Mixed,Plain,0,500,1250,1180
MF0105,CANNAVARELLA,,BOPF,20,1160,0297R,69,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1200,1220,Clean,Aroma,Quality,0,500,1250,1300
MF0105,CANNAVARELLA,,BOPF,20,1160,0301R,70,M,E41,EMPIRE TEAS (PVT) LTD,,1150,1170,Clean,Aroma,Quality,0,500,1200,1260
