ESTATECODE,SELLINGMARK,WAREHOUSENAME,GRADE,CHEST,NET WT.,INV #,LOT #,M / S,BUY/C,BUYER,,Valuation,UpperValuation,LEAFStandard,INFUSEDRemarks,LiquorRemark,LimitPrice,MinPrice,AskingPrice,PRICE
MF0689,LAXAPANA,,BOP,20,1000,0386R,27,M,WBB,WALTERS BAY TEAS (PRIVATE) LIMITED,,1600,1620,Clean,Aroma,Quality,0,0,500,1560
MF0689,LAXAPANA,,BOP,20,1000,0387R,28,M,,,,1600,1620,Clean,Aroma,Quality,0,0,500,0
MF0689,LAXAPANA,,BOPF,20,1160,0390R,29,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1650,1670,Clean,Aroma,Quality,0,0,500,1600
MF0689,LAXAPANA,,BOPF,20,1160,0391R,30,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,0,500,1600
MF0689,LAXAPANA,,BOPF,20,1160,0392R,31,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,0,500,1600
MF0689,LAXAPANA,,BOPF,20,1160,0393R,32,M,,,,1550,1570,Clean,Aroma,Quality,0,0,500,0
MF0689,LAXAPANA,,BOPF,20,1160,0394R,33,M,S23,STASSEN INTERNATIONAL LTD,,1550,1570,Clean,Aroma,Quality,0,0,500,1600
MF0502,GLENTILT,,BOP,20,1000,0320R,34,M,,,,1600,1620,Clean,Aroma,Quality,0,0,500,0
MF0502,GLENTILT,,BOP,20,1000,0323R,35,M,V67,VENTURE TEA (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,0,500,1550
MF0502,GLENTILT,,BOPSp,20,960,0329R,36,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1550,1570,Clean,Aroma,Quality,0,0,500,1550
MF0502,GLENTILT,,BOPF,20,1160,0319R,37,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,0,500,1600
MF0502,GLENTILT,,BOPF,20,1160,0321R,38,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1650,1670,Clean,Aroma,Quality,0,0,500,1600
MF0502,GLENTILT,,BOPF,20,1160,0322R,39,M,R64,RANFER TEAS(PVT)LTD,,1650,1670,Clean,Aroma,Quality,0,0,500,1600
MF0502,GLENTILT,,BOPF,20,1160,0324R,40,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,0,500,1550
MF0502,GLENTILT,,BOPF,20,1160,0326R,41,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1550,1570,Clean,Aroma,Quality,0,0,500,1500
MF0502,GLENTILT,,BOPF,20,1160,0327R,42,M,R64,RANFER TEAS(PVT)LTD,,1550,1570,Clean,Aroma,Quality,0,0,500,1550
MF0043,ST. CLAIR,,BOP,20,1000,0187R,43,M,F69,FINLAYS COLOMBO LIMITED,,1550,1570,Clean,Aroma,Quality,0,0,500,1500
MF0043,ST. CLAIR,,BOPF,20,1160,0186R,44,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1600,1620,Clean,Aroma,Quality,0,0,500,1600
MF0043,ST. CLAIR,,BOPF,20,1160,0188R,45,M,S33,STASSEN EXPORTS LTD,,1600,1620,Clean,Aroma,Quality,0,0,500,1600
MF0043,ST. CLAIR,,BOPF,20,1160,0190R,46,M,R64,RANFER TEAS(PVT)LTD,,1550,1570,Clean,Aroma,Quality,0,0,500,1550
MF1293,LUCKYLAND,,BOP,20,1000,0278R,47,M,,,,1450,1470,Clean,Aroma,Quality,0,0,500,0
MF1293,LUCKYLAND,,BOP,20,1000,283,48,M,T13,TEA TANG LTD,,1450,1470,Clean,Aroma,Quality,0,0,500,1300
MF1293,LUCKYLAND,,BOPSp,20,960,0281R,49,M,,,,1450,1470,Clean,Aroma,Quality,0,0,500,0
MF1293,LUCKYLAND,,BOPF,20,1160,0280R,50,M,RP5,RANMO TEA MARKETING,,1500,1520,Clean,Aroma,Quality,0,0,500,1500
MF1293,LUCKYLAND,,BOPF,20,1160,0286R,51,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1500,1520,Clean,Aroma,Quality,0,0,500,1500
MF1293,LUCKYLAND,,BOPF,20,1160,287,52,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1450,1470,Clean,Aroma,Quality,0,0,500,1480
MF0739,KIRKLEES,,BOP,20,960,0264R,53,M,T13,TEA TANG LTD,,1450,1470,Clean,Aroma,Quality,0,0,500,1480
MF0739,KIRKLEES,,BOPSp,20,960,262,54,M,T4,TEA-LINK COLOMBO (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,0,500,1300
MF0739,KIRKLEES,,BOPF,20,1120,261,55,M,U69,UNI WORLD TEAS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,0,500,1440
MF0739,KIRKLEES,,BOPF,20,1120,0263R,56,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1500,1520,Clean,Aroma,Quality,0,0,500,1500
MF0292,POONAGALLA,,BOPF,20,1100,0530R,57,M,E41,EMPIRE TEAS (PVT) LTD,,1200,1220,Clean,Aroma,Quality,0,0,500,1200
MF0105,CANNAVARELLA,,BOP,20,1000,0246R,58,M,T13,TEA TANG LTD,,1300,1320,Clean,Aroma,Quality,0,0,500,1280
MF0105,CANNAVARELLA,,BOPSp,20,960,0249R,59,M,V67,VENTURE TEA (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,0,500,1360
MF0105,CANNAVARELLA,,BOPF,20,1160,0247R,60,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,0,500,1300
MF0105,CANNAVARELLA,,BOPF,20,1160,0248R,61,M,V67,VENTURE TEA (PVT) LTD,,1300,1320,Clean,Aroma,Quality,0,0,500,1220
MF0895,DOTEL OYA,E.B. STORES,BOP,20,840,309,251,M,CF9,CEYLON FRESH TEAS (PVT) LTD,,900,920,Bold,Mixed,Plain,0,500,920,980
MF0895,DOTEL OYA,E.B. STORES,FBOPF,10,500,0314R,252,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1450,1470,Clean,Aroma,Quality,0,500,1470,1400
MF0895,DOTEL OYA,E.B. STORES,FBOPF1,10,450,0310R,253,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1850,1900,Clean,Aroma,Quality,0,500,1900,1750
MF0895,DOTEL OYA,E.B. STORES,FBOPF1,10,380,0311R,254,M,A8,AKBAR BROTHERS (PVT) LTD,,980,1000,Bold,Mixed,Plain,0,500,1000,1040
MF0895,DOTEL OYA,E.B. STORES,FBOPF1,10,400,0318R,255,M,,,,1400,1420,Clean,Aroma,Quality,0,500,1420,0
MF0895,DOTEL OYA,E.B. STORES,FBOP,10,400,0316R,256,M,INF,INFUSION COLOMBO (PVT) LTD,,1750,1770,Clean,Aroma,Quality,0,500,1770,1500
MF0895,DOTEL OYA,E.B. STORES,PEK1,10,380,315,257,M,A8,AKBAR BROTHERS (PVT) LTD,,1600,1620,Bold,Mixed,Plain,0,500,1620,1650
MF0895,DOTEL OYA,E.B. STORES,OP1,10,320,0317R,258,M,T53,"THE TEA & HERB CO., [PVT] LTD",,1400,1420,Clean,Aroma,Quality,0,500,1420,1420
MF0895,DOTEL OYA,E.B. STORES,OPA,10,260,0312R,259,M,J7,A.F.JONES EXP. (CEY) LTD,,1300,1320,Clean,Aroma,Quality,0,500,1320,1420
MF0895,DOTEL OYA,E.B. STORES,BOPA,10,360,0284R,260,M,A8,AKBAR BROTHERS (PVT) LTD,,900,920,,,,0,500,920,960
MF0895,DOTEL OYA,E.B. STORES,FBOPF1,20,757,0279R,261,M,CF9,CEYLON FRESH TEAS (PVT) LTD,,1050,1070,Bold,Mixed,Plain,0,500,1070,1120
MF0895,DOTEL OYA,E.B. STORES,FBOP,10,417,0280R,262,M,A8,AKBAR BROTHERS (PVT) LTD,,1750,1770,Clean,Aroma,Quality,0,500,1770,1550
MF0148B,GALGEWATTA,E.B. STORES,BOPFSp,10,530,1238,263,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,500,1670,1580
MF0148B,GALGEWATTA,E.B. STORES,FBOPF1,20,900,1265,264,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1950,1970,Clean,Aroma,Quality,0,500,1970,1750
MF0148B,GALGEWATTA,E.B. STORES,FBOPF1,20,840,1266,265,M,,,,1450,1470,Clean,Aroma,Quality,0,500,1470,0
MF0148B,GALGEWATTA,E.B. STORES,FBOPF1,10,450,1288,266,M,A8,AKBAR BROTHERS (PVT) LTD,,2000,2020,Clean,Aroma,Quality,0,500,2020,1850
MF0148B,GALGEWATTA,E.B. STORES,FBOP,20,720,1263,267,M,MA6,MABROC TEAS (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,500,1570,1550
MF0148B,GALGEWATTA,E.B. STORES,FBOP,10,360,1284,268,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1520,1550
MF0148B,GALGEWATTA,E.B. STORES,FBOP1,10,400,1285,269,M,A8,AKBAR BROTHERS (PVT) LTD,,1750,1800,Clean,Aroma,Quality,0,500,1800,1700
MF0148B,GALGEWATTA,E.B. STORES,PEK1,10,380,1267,270,M,A8,AKBAR BROTHERS (PVT) LTD,,1350,1400,Bold,Mixed,Plain,0,500,1400,1600
MF0148B,GALGEWATTA,E.B. STORES,BOP1,10,360,1236,271,M,BCTP,BARARI CEYLON TEAS (PVT) LTD,,1400,1500,Bold,Mixed,Plain,0,500,1500,1360
MF0148B,GALGEWATTA,E.B. STORES,OP1,20,560,1260,272,M,S33,STASSEN EXPORTS LTD,,900,1000,Bold,Mixed,Plain,0,500,1000,1040
MF0148B,GALGEWATTA,E.B. STORES,OP1,10,330,1282,273,M,A8,AKBAR BROTHERS (PVT) LTD,,1850,1870,Clean,Aroma,Quality,0,500,1870,1700
MF0148B,GALGEWATTA,E.B. STORES,OP,20,500,1276,274,M,U69,UNI WORLD TEAS (PVT) LTD,,800,820,Bold,Mixed,Plain,0,400,820,870
MF0148B,GALGEWATTA,E.B. STORES,OPA,40,880,1259,275,M,AE5,ANVERALLY & SONS (PVT) LTD,,850,870,Bold,Mixed,Plain,0,400,870,960
MF0148B,GALGEWATTA,E.B. STORES,OPA,20,500,1273,276,M,T60,TEA TRENDS EXP (PVT) LTD,,1100,1200,Clean,Aroma,Quality,0,500,1200,1360
MF0148B,GALGEWATTA,E.B. STORES,BOPA,20,660,1271,277,M,A8,AKBAR BROTHERS (PVT) LTD,,880,900,,,,0,400,900,900
MF0148B,GALGEWATTA,E.B. STORES,OPA,10,247,1154,278,M,PM2,PREMIER NATURAL TEAS (PVT) LTD,,950,1000,Bold,Mixed,Plain,0,500,1000,1080
MF0817,WERALLAKANDA,E.B. STORES,FBOPF1,10,380,774,279,M,,,,1500,1520,Clean,Aroma,Quality,0,500,1520,0
MF0817,WERALLAKANDA,E.B. STORES,FBOP,10,400,772,280,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,500,1620,1500
MF0817,WERALLAKANDA,E.B. STORES,FBOP,10,380,773,281,M,A8,AKBAR BROTHERS (PVT) LTD,,1300,1320,Bold,Mixed,Plain,0,500,1320,1160
MF0817,WERALLAKANDA,E.B. STORES,BOP1,10,380,780,282,M,H56,H.V.A. FOODS PLC,,1500,1520,Bold,Mixed,Plain,0,500,1520,1500
MF0817,WERALLAKANDA,E.B. STORES,BOPA,15,450,770,283,M,A8,AKBAR BROTHERS (PVT) LTD,,750,770,,,,0,380,770,810
MF0156,UVA HIGHLANDS,MALWATTE VALLEY WAREHOUSE,BOPA,20,800,0931R,284,M,A8,AKBAR BROTHERS (PVT) LTD,,750,770,,,,0,380,770,810
MF0156,UVA HIGHLANDS,MALWATTE VALLEY WAREHOUSE,BOPA,20,797,0851R,285,M,A8,AKBAR BROTHERS (PVT) LTD,,700,720,,,,0,380,720,810
MF0581,AISLABY,MALWATTE VALLEY WAREHOUSE,FBOPF1,20,760,0907R,286,M,BCTP,BARARI CEYLON TEAS (PVT) LTD,,800,820,Blackish,Dark,Dull,0,400,820,860
MF0581,AISLABY,MALWATTE VALLEY WAREHOUSE,OP,20,520,0962R,287,M,MA6,MABROC TEAS (PVT) LTD,,870,890,Bold,Mixed,Plain,0,400,890,1080
MF0581,AISLABY,MALWATTE VALLEY WAREHOUSE,BOPA,20,700,0903R,288,M,A8,AKBAR BROTHERS (PVT) LTD,,790,810,,,,0,400,810,840
MF0581,AISLABY,MALWATTE VALLEY WAREHOUSE,BOPA,20,700,0922R,289,M,A8,AKBAR BROTHERS (PVT) LTD,,800,820,,,,0,400,820,830
MF0581,AISLABY,MALWATTE VALLEY WAREHOUSE,FBOP1,20,637,0911R,290,M,SA1,SAMLEY TEAS (PVT) LTD,,1200,1220,Bold,Mixed,Plain,0,500,1220,1220
MF0292,POONAGALLA,E.B. STORES,FBOPF,10,480,0539R,291,M,A8,AKBAR BROTHERS (PVT) LTD,,880,900,Blackish,Dark,Dull,0,400,900,900
MF0292,POONAGALLA,E.B. STORES,FBOPF1,10,400,0534R,292,M,,,,1550,1600,Clean,Aroma,Quality,0,500,1600,0
MF0292,POONAGALLA,E.B. STORES,FBOP,10,380,0531R,293,M,MG1,MALWATTE VALLEY PLANTATION PLC,,1550,1600,Clean,Aroma,Quality,0,500,1600,1440
MF0292,POONAGALLA,E.B. STORES,PEK,10,300,0536R,294,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1520,1650
MF0292,POONAGALLA,E.B. STORES,OP1,10,320,0537R,295,M,TEAT,TEA TALK ( PVT) LTD,,1250,1270,Bold,Mixed,Plain,0,500,1270,1340
MF0292,POONAGALLA,E.B. STORES,OPA,10,250,0529R,296,M,AE5,ANVERALLY & SONS (PVT) LTD,,800,820,Bold,Mixed,Plain,0,400,820,940
MF0292,POONAGALLA,E.B. STORES,BOPA,10,310,0532R,297,M,A8,AKBAR BROTHERS (PVT) LTD,,750,770,,,,0,380,770,830
MF0292,POONAGALLA,E.B. STORES,FBOP,10,417,0481R,298,M,INF,INFUSION COLOMBO (PVT) LTD,,1700,1720,Clean,Aroma,Quality,0,500,1720,1550
MF0388,GAMPAHA,E.B. STORES,FBOPF1,10,480,0352R,299,M,A8,AKBAR BROTHERS (PVT) LTD,,1750,1770,Clean,Aroma,Quality,0,500,1770,1480
MF0388,GAMPAHA,E.B. STORES,FBOPF1,10,400,0362R,300,M,A8,AKBAR BROTHERS (PVT) LTD,,1100,1120,Bold,Mixed,Plain,0,500,1120,1080
MF0388,GAMPAHA,E.B. STORES,FBOP,10,320,360,301,M,SHM,SHARON MARKETING (PVT) LTD,,1000,1100,Bold,Mixed,Plain,0,500,1100,1080
MF0388,GAMPAHA,E.B. STORES,PEK,10,300,0355R,302,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1550,1600,Clean,Aroma,Quality,0,500,1600,1800
MF0388,GAMPAHA,E.B. STORES,PEK1,10,400,361,303,M,SA1,SAMLEY TEAS (PVT) LTD,,1700,1720,Clean,Aroma,Quality,0,500,1720,1850
MF0388,GAMPAHA,E.B. STORES,OP,10,300,0356R,304,M,INF,INFUSION COLOMBO (PVT) LTD,,1350,1400,Clean,Aroma,Quality,0,500,1400,1050
MF0388,GAMPAHA,E.B. STORES,OPA,10,260,0354R,305,M,S8,SUPERFINE TEAS (PVT) LTD,,1200,1220,Clean,Aroma,Quality,0,500,1220,1300
MF0388,GAMPAHA,E.B. STORES,BOPA,10,330,0363R,306,M,J7,A.F.JONES EXP. (CEY) LTD,,720,740,,,,0,380,740,750
MF0494,AMPITTIAKANDE,E.B. STORES,FBOPF1,10,370,0545R,307,M,JB8,J-CEY-TEA (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,500,1620,1400
MF0494,AMPITTIAKANDE,E.B. STORES,FBOPF1,10,410,0560R,308,M,A8,AKBAR BROTHERS (PVT) LTD,,1100,1200,Bold,Mixed,Plain,0,500,1200,1140
MF0494,AMPITTIAKANDE,E.B. STORES,FBOP,10,350,0544R,309,M,A8,AKBAR BROTHERS (PVT) LTD,,1750,1770,Clean,Aroma,Quality,0,500,1770,1550
MF0494,AMPITTIAKANDE,E.B. STORES,FBOP,10,320,0553R,310,M,SA1,SAMLEY TEAS (PVT) LTD,,1700,1720,Clean,Aroma,Quality,0,500,1720,1600
MF0494,AMPITTIAKANDE,E.B. STORES,FBOP,10,350,0557R,311,M,,,,1550,1570,Clean,Aroma,Quality,0,500,1570,0
MF0494,AMPITTIAKANDE,E.B. STORES,PEK,10,300,0540R,312,M,LA3,LOLC HOLDINGS PLC,,1000,1020,Bold,Mixed,Plain,0,500,1020,1180
MF0494,AMPITTIAKANDE,E.B. STORES,PEK,10,300,0546R,313,M,H65,HERITAGE TEAS (PVT) LTD,,1700,1720,Clean,Aroma,Quality,0,500,1720,1900
MF0494,AMPITTIAKANDE,E.B. STORES,PEK,10,300,0558R,314,M,LA3,LOLC HOLDINGS PLC,,1100,1120,Bold,Mixed,Plain,0,500,1120,1080
MF0494,AMPITTIAKANDE,E.B. STORES,PEK1,10,330,0559R,315,M,S33,STASSEN EXPORTS LTD,,1600,1650,Bold,Mixed,Plain,0,500,1650,1900
MF0494,AMPITTIAKANDE,E.B. STORES,OP1,10,270,0555R,316,M,A8,AKBAR BROTHERS (PVT) LTD,,1650,1700,Clean,Aroma,Quality,0,500,1700,1700
MF0494,AMPITTIAKANDE,E.B. STORES,OP,10,250,0542R,317,M,S8,SUPERFINE TEAS (PVT) LTD,,900,950,Bold,Mixed,Plain,0,400,950,980
MF0494,AMPITTIAKANDE,E.B. STORES,OP,10,300,0547R,318,M,LA3,LOLC HOLDINGS PLC,,1400,1500,Clean,Aroma,Quality,0,500,1500,1600
MF0494,AMPITTIAKANDE,E.B. STORES,OP,10,300,0556R,319,M,MA6,MABROC TEAS (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,500,1570,1500
MF0494,AMPITTIAKANDE,E.B. STORES,OPA,10,240,0529R,320,M,U69,UNI WORLD TEAS (PVT) LTD,,850,870,Bold,Mixed,Plain,0,400,870,920
MF0494,AMPITTIAKANDE,E.B. STORES,OPA,10,220,0541R,321,M,S8,SUPERFINE TEAS (PVT) LTD,,970,990,Bold,Mixed,Plain,0,400,990,1000
MF0494,AMPITTIAKANDE,E.B. STORES,OPA,10,280,0554R,322,M,I29,IMPERIAL TEAS (PVT) LIMITED,,1500,1600,Clean,Aroma,Quality,0,500,1600,1550
MF0494,AMPITTIAKANDE,E.B. STORES,BOPA,10,350,0532R,323,M,LA3,LOLC HOLDINGS PLC,,800,820,,,,0,400,820,900
MF0683,CRAIG,E.B. STORES,FBOPF1,10,420,0793R,324,M,A8,AKBAR BROTHERS (PVT) LTD,,1900,1920,Clean,Aroma,Quality,0,500,1920,1800
MF0683,CRAIG,E.B. STORES,FBOPF1,10,420,0795R,325,M,A8,AKBAR BROTHERS (PVT) LTD,,1100,1200,Bold,Mixed,Plain,0,500,1200,1140
MF0683,CRAIG,E.B. STORES,FBOP,10,360,0791R,326,M,LA3,LOLC HOLDINGS PLC,,1900,2000,Clean,Aroma,Quality,0,500,2000,1650
MF0683,CRAIG,E.B. STORES,FBOP,10,320,0792R,327,M,SA1,SAMLEY TEAS (PVT) LTD,,1350,1400,Clean,Aroma,Quality,0,500,1400,1300
MF0683,CRAIG,E.B. STORES,FBOP1,10,300,0778R,328,M,LA3,LOLC HOLDINGS PLC,,1400,1420,Bold,Mixed,Plain,0,500,1420,1220
MF0683,CRAIG,E.B. STORES,PEK,10,300,0797R,329,M,H65,HERITAGE TEAS (PVT) LTD,,1750,1770,Clean,Aroma,Quality,0,500,1770,2000
MF0683,CRAIG,E.B. STORES,PEK,10,300,0799R,330,M,LA3,LOLC HOLDINGS PLC,,950,970,Bold,Mixed,Plain,0,400,970,1380
MF0683,CRAIG,E.B. STORES,PEK1,10,360,0798R,331,M,I36,INTER TEA (PVT) LTD,,1900,1950,Clean,Aroma,Quality,0,500,1950,2050
MF0683,CRAIG,E.B. STORES,OP,10,250,0789R,332,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,500,1670,1650
MF0683,CRAIG,E.B. STORES,OP,10,230,0796R,333,M,MA6,MABROC TEAS (PVT) LTD,,1000,1100,Bold,Mixed,Plain,0,500,1100,1480
MF0683,CRAIG,E.B. STORES,OPA,10,280,0787R,334,M,I29,IMPERIAL TEAS (PVT) LIMITED,,1600,1620,Clean,Aroma,Quality,0,500,1620,1600
MF0683,CRAIG,E.B. STORES,OPA,10,230,0788R,335,M,LA3,LOLC HOLDINGS PLC,,1300,1320,Clean,Aroma,Quality,0,500,1320,1440
MF0683,CRAIG,E.B. STORES,OPA,10,240,0794R,336,M,AE5,ANVERALLY & SONS (PVT) LTD,,1200,1220,Clean,Aroma,Quality,0,500,1220,1160
MF0683,CRAIG,E.B. STORES,BOPA,10,380,0785R,337,M,A8,AKBAR BROTHERS (PVT) LTD,,900,920,,,,0,400,920,940
MF0243,KINELLAN,E.B. STORES,FBOP,10,380,0464R,338,M,SA1,SAMLEY TEAS (PVT) LTD,,1300,1400,Bold,Mixed,Plain,0,500,1400,1220
MF0243,KINELLAN,E.B. STORES,FBOP1,10,360,0460R,339,M,LA3,LOLC HOLDINGS PLC,,1800,1820,Clean,Aroma,Quality,0,500,1820,1630
MF0243,KINELLAN,E.B. STORES,OP,10,280,0461R,340,M,MA6,MABROC TEAS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,500,1370,1300
MF0243,KINELLAN,E.B. STORES,OPA,10,220,0456R,341,M,AE5,ANVERALLY & SONS (PVT) LTD,,850,870,Bold,Mixed,Plain,0,400,870,940
MF0243,KINELLAN,E.B. STORES,OPA,20,520,0462R,342,M,J7,A.F.JONES EXP. (CEY) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1520,1400
MF0243,KINELLAN,E.B. STORES,OPA,10,240,0465R,343,M,E41,EMPIRE TEAS (PVT) LTD,,1100,1120,Clean,Aroma,Quality,0,500,1120,1160
MF0243,KINELLAN,E.B. STORES,BOPA,10,370,0463R,344,M,LA3,LOLC HOLDINGS PLC,,880,900,,,,0,400,900,880
MF0234,GONAKELLE,E.B. STORES,FBOPF1,10,480,0616R,345,M,,,,1800,1820,Clean,Aroma,Quality,0,500,1820,0
MF0234,GONAKELLE,E.B. STORES,FBOP,10,400,0618R,346,M,INF,INFUSION COLOMBO (PVT) LTD,,1850,1870,Clean,Aroma,Quality,0,500,1870,1400
MF0234,GONAKELLE,E.B. STORES,PEK,10,360,0620R,347,M,LA3,LOLC HOLDINGS PLC,,1700,1720,Clean,Aroma,Quality,0,500,1720,1800
MF0234,GONAKELLE,E.B. STORES,OP1,10,320,0621R,348,M,TEAT,TEA TALK ( PVT) LTD,,1450,1500,Clean,Aroma,Quality,0,500,1500,1400
MF0234,GONAKELLE,E.B. STORES,OP,10,300,0611R,349,M,MA6,MABROC TEAS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1520,1400
MF0234,GONAKELLE,E.B. STORES,OP,10,280,0617R,350,M,MA6,MABROC TEAS (PVT) LTD,,900,950,Bold,Mixed,Plain,0,400,950,1120
MF0234,GONAKELLE,E.B. STORES,OPA,20,460,0610R,351,M,AE5,ANVERALLY & SONS (PVT) LTD,,880,900,Bold,Mixed,Plain,0,400,900,960
MF0234,GONAKELLE,E.B. STORES,OPA,20,520,0615R,352,M,LA3,LOLC HOLDINGS PLC,,1450,1500,Clean,Aroma,Quality,0,500,1500,1420
MF0234,GONAKELLE,E.B. STORES,FBOP,10,397,0564R,353,M,A8,AKBAR BROTHERS (PVT) LTD,,1800,1850,Clean,Aroma,Quality,0,500,1850,1750
MF0234,GONAKELLE,E.B. STORES,BOP1,10,317,0570R,354,M,U69,UNI WORLD TEAS (PVT) LTD,,1900,1920,Clean,Aroma,Quality,0,500,1850,1750
MF0668,HINDAGALA,E.B. STORES,FBOPF1,10,440,0635R,355,M,,,,900,920,Bold,Mixed,Plain,0,500,1920,0
MF0668,HINDAGALA,E.B. STORES,FBOPF1,10,450,0637R,356,M,,,,1500,1600,Clean,Aroma,Quality,0,500,1600,0
MF0668,HINDAGALA,E.B. STORES,FBOPF1,10,380,0642R,357,M,LA3,LOLC HOLDINGS PLC,,880,890,Blackish,Dark,Dull,0,400,890,840
MF0668,HINDAGALA,E.B. STORES,FBOP,10,340,0638R,358,M,LA3,LOLC HOLDINGS PLC,,1550,1570,Clean,Aroma,Quality,0,500,1570,1400
MF0668,HINDAGALA,E.B. STORES,FBOP,10,330,0639R,359,M,SA1,SAMLEY TEAS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1420,1360
MF0668,HINDAGALA,E.B. STORES,FBOP,10,330,0644R,360,M,A8,AKBAR BROTHERS (PVT) LTD,,800,820,Bold,Mixed,Plain,0,400,820,830
MF0668,HINDAGALA,E.B. STORES,PEK1,10,360,0643R,361,M,A8,AKBAR BROTHERS (PVT) LTD,,1750,1800,Clean,Aroma,Quality,0,500,1800,1850
MF0668,HINDAGALA,E.B. STORES,OP,10,300,0632R,362,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,900,950,Bold,Mixed,Plain,0,400,950,1000
MF0668,HINDAGALA,E.B. STORES,BOPA,10,350,0612R,363,M,,,,770,790,,,,0,380,790,0
MF0668,HINDAGALA,E.B. STORES,BOPA,20,597,0574R,365,M,,,,880,900,,,,0,400,900,0
MF0668,HINDAGALA,E.B. STORES,BOPA,20,797,0576R,366,M,A8,AKBAR BROTHERS (PVT) LTD,,830,850,,,,0,400,850,850
MF1362,CHANDRA ELIYA,E.B. STORES,OP1,20,520,455,367,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1700,1720,Clean,Aroma,Quality,0,800,1800,1800
MF1362,CHANDRA ELIYA,E.B. STORES,OP,10,280,447,368,M,A8,AKBAR BROTHERS (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,750,1750,1650
MF1362,CHANDRA ELIYA,E.B. STORES,OPA,10,280,446,369,M,S33,STASSEN EXPORTS LTD,,1550,1570,Clean,Aroma,Quality,0,650,1650,1600
MF0655,BADDEGAMA,E.B. STORES,OP1,10,350,340,370,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1850,1870,Clean,Aroma,Quality,0,950,1950,1900
MF0655,BADDEGAMA,E.B. STORES,OP,10,280,341,371,M,F69,FINLAYS COLOMBO LIMITED,,1700,1720,Clean,Aroma,Quality,0,800,1800,1650
MF0655,BADDEGAMA,E.B. STORES,OPA,10,260,342,372,M,J7,A.F.JONES EXP. (CEY) LTD,,1450,1470,Clean,Aroma,Quality,0,600,1550,1600
MF0353,YATADERIYA,E.B. STORES,OP,10,300,623,373,M,E41,EMPIRE TEAS (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,700,1700,1550
MF0353,YATADERIYA,E.B. STORES,OPA,10,250,624,374,M,CF9,CEYLON FRESH TEAS (PVT) LTD,,1100,1120,Clean,Aroma,Quality,0,550,1200,1460
MF1362,CHANDRA ELIYA,E.B. STORES,PEK,10,330,449,375,M,BCTP,BARARI CEYLON TEAS (PVT) LTD,,1700,1720,Clean,Aroma,Quality,0,800,1800,1950
MF1362,CHANDRA ELIYA,E.B. STORES,PEK,10,340,454,376,M,E41,EMPIRE TEAS (PVT) LTD,,1850,1870,Clean,Aroma,Quality,0,900,1950,1900
MF1362,CHANDRA ELIYA,E.B. STORES,PEK1,10,400,448,377,M,MG1,MALWATTE VALLEY PLANTATION PLC,,2000,2020,Clean,Aroma,Quality,0,1050,2100,1950
